BARCODE,Name,Number,GROUP,SAMPLE
MID7,"Bacteria ""Bacteroidetes"" Flavobacteria ""Flavobacteriales"" Flavobacteriaceae Zunongwangia",1,Control 1,stool
MID7,"Bacteria ""Caldiserica"" Caldisericia Caldisericales Caldisericaceae Caldisericum",1,Control 1,stool
MID7,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Parachlamydiaceae Neochlamydia",1,Control 1,stool
MID7,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Simkaniaceae Simkania",11,Control 1,stool
MID7,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Waddliaceae Waddlia",4,Control 1,stool
MID7,"Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Prosthecochloris",1,Control 1,stool
MID7,"Bacteria ""Chloroflexi"" ""Chloroflexi"" ""Herpetosiphonales"" ""Herpetosiphonaceae"" Herpetosiphon",2,Control 1,stool
MID7,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Leptolinea",2,Control 1,stool
MID7,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Levilinea",1,Control 1,stool
MID7,"Bacteria ""Chloroflexi"" Thermomicrobia Sphaerobacterales Sphaerobacteraceae Sphaerobacter",1,Control 1,stool
MID7,"Bacteria ""Chloroflexi"" Thermomicrobia Thermomicrobiales Thermomicrobiaceae Thermomicrobium",3,Control 1,stool
MID7,"Bacteria ""Chrysiogenetes"" Chrysiogenetes Chrysiogenales Chrysiogenaceae Chrysiogenes",1,Control 1,stool
MID7,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Flexistipes",11,Control 1,stool
MID7,"Bacteria ""Deinococcus-Thermus"" Deinococci Deinococcales Trueperaceae Truepera",2,Control 1,stool
MID7,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Marinithermus",13,Control 1,stool
MID7,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Vulcanithermus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Allofustis",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Atopostipes",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Desemzia",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Isobaculum",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Catellicoccus",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Enterococcus",61,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Melissococcus",8,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Pilibacter",57,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Paralactobacillus",6,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Lactovum",18,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Streptococcus",429,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Thermicanus",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Nosocomiicoccus",5,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Staphylococcus",165,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Anoxybacillus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Jeotgalibacillus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Natronobacillus",3,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salirhabdus",14,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Vulcanibacillus",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Bhargavaea",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Filibacter",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Thermoactinomycetaceae Seinonella",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Caldanaerovirga",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Fervidicola",12,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Mahella",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Tepidanaerobacter",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermacetogenium",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Heliobacteriaceae"" Heliobacillus",13,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Acetitomaculum",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Lachnobacterium",3,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Parasporobacterium",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Syntrophococcus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Acetanaerobacterium",4,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Acetivibrio",463,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Anaerotruncus",5,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Ethanoligenens",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Papillibacter",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Subdoligranulum",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Geosporobacter",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Thermobrachium",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Anaerosphaera",7,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Peptoniphilus",231,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Soehngenia",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Sporanaerobacter",5,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XII Fusibacter",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XII Guggenheimella",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Dethiosulfatibacter",5,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Howardella",3,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Proteiniborus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XVIII Symbiobacterium",3,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Dehalobacter",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfurispora",7,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Syntrophomonadaceae Syntrophothermus",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Acetonema",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaeroarcus",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaerovibrio",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Dendrosporobacter",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Schwartzia",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Succiniclasticum",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Succinispira",2,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halanaerobiaceae Halothermothrix",4,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Catenibacterium",1,Control 1,stool
MID7,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Solobacterium",2,Control 1,stool
MID7,"Bacteria ""Nitrospira"" ""Nitrospira"" ""Nitrospirales"" ""Nitrospiraceae"" Nitrospira",9,Control 1,stool
MID7,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Gemmata",13,Control 1,stool
MID7,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Isosphaera",4,Control 1,stool
MID7,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Rhodopirellula",1,Control 1,stool
MID7,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Schlesneria",1,Control 1,stool
MID7,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Singulisphaera",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria  Alphaproteobacteria_incertae_sedis Geminicoccus",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Kiloniellales Kiloniellaceae Kiloniella",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Kordiimonadales ""Kordiimonadaceae"" Kordiimonas",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales ""Aurantimonadaceae"" Martelella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Chelatococcus",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocapsa",11,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylovirgula",7,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Blastobacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Filomicrobium",20,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium",59,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Methylorhabdus",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium",14,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Zhangella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylobacterium",31,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium",23,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Sinorhizobium",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiales_incertae_sedis Amorphus",5,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhodobiaceae Afifella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhodobiaceae Parvibaculum",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Xanthobacteraceae Pseudolabrys",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Citreimonas",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Nereida",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter",17,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Acidisphaera",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Granulibacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Paracraurococcus",22,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Rhodopila",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Roseomonas",89,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Tanticharoenia",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Inquilinus",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Oceanibaculum",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Rhodovibrio",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Tistrella",17,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Rickettsiaceae Orientia",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales SAR11 Pelagibacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Croceicoccus",37,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Novosphingobium",48,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandaracinobacter",18,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas",137,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria ""Procabacteriales"" ""Procabacteriaceae"" ""Procabacter""",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Derxia",19,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Parasutterella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Pelistega",5,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Pusillimonas",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia",147,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Wautersia",38,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Inhella",8,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Mitsuaria",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Paucibacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Rhizobacter",700,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Thiobacter",479,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Xylophilus",28,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Acidovorax",153,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Alicycliphilus",53,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Caenimonas",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Comamonas",646,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Curvibacter",7,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Diaphorobacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Hylemonella",32,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Lampropedia",5,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Macromonas",10,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Ottowia",6,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Pseudacidovorax",20,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Rhodoferax",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Simplicispira",48,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Tepidicella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Verminephrobacter",27,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Xenophilus",12,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalicibacterium",853,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Hydrogenophilus",2854,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Petrobacter",20,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Tepidiphilus",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Methylophilales Methylophilaceae Methylotenera",117,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Methylophilales Methylophilaceae Methylovorus",59,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Chitinibacter",16,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Formivibrio",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Laribacter",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Leeia",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Microvirgula",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Silvimonas",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Stenoxybacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Uruburuella",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Vitreoscilla",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Nitrosomonadales Nitrosomonadaceae Nitrosospira",32,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Azovibrio",23,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Denitratisoma",39,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Ferribacterium",14,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Methyloversatilis",7,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Quatrionicoccus",9,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Sterolibacterium",6,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Uliginosibacterium",22,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Bdellovibrionales Bacteriovoracaceae Peredibacter",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfarculales Desulfarculaceae Desulfarculus",48,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatiferula",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatirhabdium",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfocella",45,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfoluna",51,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobulbaceae Desulfurivibrio",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfohalobiaceae Desulfonatronovibrio",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfohalobiaceae Desulfovermiculus",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila",9,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfocurvus",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Lawsonia",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfurellales Desulfurellaceae Hippea",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfuromonadales Geobacteraceae Geopsychrobacter",12,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfuromonadales Geobacteraceae Geothermobacter",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Cystobacteraceae Anaeromyxobacter",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Nannocystaceae Nannocystis",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Nannocystaceae Plesiocystis",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Deltaproteobacteria Syntrophobacterales Syntrophobacteraceae Desulfovirga",3,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales ""Hydrogenimonaceae"" Hydrogenimonas",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Campylobacteraceae Arcobacter",780,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Sulfurovum",45,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Campylobacterales Helicobacteraceae Wolinella",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Lebetimonas",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Nitratifractor",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Epsilonproteobacteria Nautiliales Nautiliaceae Thioreductor",11,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Methylonatrum",2,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria  Gammaproteobacteria_incertae_sedis Sedimenticola",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Arsenophonus",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Samsonia",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria ""Enterobacteriales"" Enterobacteriaceae Sodalis",4,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria Acidithiobacillales Thermithiobacillaceae Thermithiobacillus",1,Control 1,stool
MID7,"Bacteria ""Proteobacteria"" Gammaproteobacteria Aeromonadales Succinivibrionaceae Succinivibrio",1,Control 1,stool
