BARCODE,Name,Number,GROUP,SAMPLE
MID3,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Simkaniaceae Simkania",2,Control 1,tissue
MID3,"Bacteria ""Chlamydiae"" Chlamydiae Chlamydiales Waddliaceae Waddlia",3,Control 1,tissue
MID3,"Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Chloroherpeton",1,Control 1,tissue
MID3,"Bacteria ""Chlorobi"" ""Chlorobia"" Chlorobiales Chlorobiaceae Prosthecochloris",2,Control 1,tissue
MID3,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Leptolinea",4,Control 1,tissue
MID3,"Bacteria ""Chloroflexi"" Anaerolineae Anaerolineales Anaerolineaceae Levilinea",1,Control 1,tissue
MID3,"Bacteria ""Chloroflexi"" Thermomicrobia Thermomicrobiales Thermomicrobiaceae Thermomicrobium",18,Control 1,tissue
MID3,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Calditerrivibrio",85,Control 1,tissue
MID3,"Bacteria ""Deferribacteres"" Deferribacteres Deferribacterales Deferribacteraceae Flexistipes",6,Control 1,tissue
MID3,"Bacteria ""Deinococcus-Thermus"" Deinococci Deinococcales Trueperaceae Truepera",1,Control 1,tissue
MID3,"Bacteria ""Deinococcus-Thermus"" Deinococci Thermales Thermaceae Marinithermus",16,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Abiotrophia",55,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Eremococcus",3,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Alloiococcus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Desemzia",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Isobaculum",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Catellicoccus",3,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Enterococcus",18,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Melissococcus",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Pilibacter",22,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Lactobacillus",32,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Paralactobacillus",5,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Lactovum",8,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Streptococcus",157,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Thermicanus",7,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Nosocomiicoccus",17,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Staphylococcus",199,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Anoxybacillus",1136,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Aquisalibacillus",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Caldalkalibacillus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Cerasibacillus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Filobacillus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Geobacillus",291,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Jeotgalibacillus",24,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Natronobacillus",4,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Paucisalibacillus",6,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Piscibacillus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Saccharococcus",170,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salirhabdus",45,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salsuginibacillus",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Thalassobacillus",17,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Vulcanibacillus",8,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillales_incertae_sedis Solibacillus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Bhargavaea",10,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Ammonifex",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Caldanaerovirga",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Carboxydibrachium",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Desulfovirgula",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Fervidicola",55,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Gelria",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Mahella",12,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Tepidanaerobacter",7,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermacetogenium",5,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermovenabulum",7,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" Thermodesulfobiaceae Thermodesulfobium",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Eubacteriaceae"" Garciella",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Catonella",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Lachnobacterium",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Oribacterium",4,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Robinsoniella",3,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Roseburia",44,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Syntrophococcus",6,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Acetanaerobacterium",3,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Butyricicoccus",4,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Papillibacter",7,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Clostridiisalibacter",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Geosporobacter",6,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Thermotalea",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Anaerosphaera",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Sporanaerobacter",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Dethiosulfatibacter",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Howardella",6,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Proteiniborus",5,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Cryptanaerobacter",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfurispora",29,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Syntrophomonadaceae Syntrophothermus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Allisonella",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaeroglobus",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaerovibrio",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Schwartzia",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halanaerobiaceae Halothermothrix",383,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halobacteroidaceae Halanaerobaculum",1,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Catenibacterium",2,Control 1,tissue
MID3,"Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Sharpea",2,Control 1,tissue
MID3,"Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Sebaldella",1,Control 1,tissue
MID3,"Bacteria ""Fusobacteria"" ""Fusobacteria"" ""Fusobacteriales"" ""Leptotrichiaceae"" Streptobacillus",1,Control 1,tissue
MID3,"Bacteria ""Gemmatimonadetes"" Gemmatimonadetes Gemmatimonadales Gemmatimonadaceae Gemmatimonas",75,Control 1,tissue
MID3,"Bacteria ""Lentisphaerae"" ""Lentisphaeria"" Lentisphaerales ""Lentisphaeraceae"" Lentisphaera",1,Control 1,tissue
MID3,"Bacteria ""Nitrospira"" ""Nitrospira"" ""Nitrospirales"" ""Nitrospiraceae"" Nitrospira",5,Control 1,tissue
MID3,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Gemmata",13,Control 1,tissue
MID3,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Isosphaera",27,Control 1,tissue
MID3,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Rhodopirellula",1,Control 1,tissue
MID3,"Bacteria ""Planctomycetes"" ""Planctomycetacia"" Planctomycetales Planctomycetaceae Singulisphaera",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Caulobacteraceae Brevundimonas",12,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Caulobacterales Hyphomonadaceae Hirschia",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales ""Aurantimonadaceae"" Fulvimarina",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Chelatococcus",14,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylocapsa",19,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Beijerinckiaceae Methylovirgula",11,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Afipia",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Agromonas",36,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Balneimonas",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Blastobacter",7,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Bradyrhizobiaceae Bradyrhizobium",56,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium",12,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Zhangella",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylobacteriaceae Methylobacterium",93,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylobacteriaceae Microvirga",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Pleomorphomonas",7,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Methylocystaceae Terasakiella",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Aquamicrobium",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Defluvibacter",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Phyllobacteriaceae Hoeflea",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Rhizobium",73,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhizobiaceae Sinorhizobium",12,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhizobiales Rhodobiaceae Afifella",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodobacterales Rhodobacteraceae Pannonibacter",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Acetobacteraceae Craurococcus",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Defluviicoccus",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Inquilinus",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rhodospirillales Rhodospirillaceae Telmatospirillum",4,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Rickettsiales Anaplasmataceae Anaplasma",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Erythrobacteraceae Croceicoccus",63,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandaracinobacter",43,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sandarakinorhabdus",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingobium",9,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas",248,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Alcaligenaceae Derxia",4,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Burkholderia",65,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Limnobacter",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Ralstonia",362,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Thermothrix",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiaceae Wautersia",65,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Aquabacterium",56,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Inhella",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Mitsuaria",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Paucibacter",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Rhizobacter",22,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Thiobacter",3,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Burkholderiales_incertae_sedis Xylophilus",7,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Alicycliphilus",32,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Brachymonas",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Comamonas",531,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Hylemonella",23,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Lampropedia",6,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Macromonas",8,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Pseudacidovorax",11,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Verminephrobacter",6,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Comamonadaceae Xenophilus",4,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Duganella",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Massilia",103,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Naxibacter",44,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalicibacterium",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Oxalobacter",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Burkholderiales Oxalobacteraceae Undibacterium",6,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Hydrogenophilus",475,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Hydrogenophilales Hydrogenophilaceae Petrobacter",97,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Bergeriella",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Neisseriales Neisseriaceae Chitinibacter",13,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Nitrosomonadales Nitrosomonadaceae Nitrosospira",6,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Quatrionicoccus",3,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Betaproteobacteria Rhodocyclales Rhodocyclaceae Sterolibacterium",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Bdellovibrionales Bacteriovoracaceae Peredibacter",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfarculales Desulfarculaceae Desulfarculus",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfatirhabdium",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulforegula",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfobacterales Desulfobacteraceae Desulfospira",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Bilophila",29,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfocurvus",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Desulfovibrio",23,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfovibrionales Desulfovibrionaceae Lawsonia",5,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Desulfurellales Desulfurellaceae Hippea",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Cystobacteraceae Hyalangium",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Kofleriaceae Kofleria",1,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Phaselicystidaceae Phaselicystis",3,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Chondromyces",2,Control 1,tissue
MID3,"Bacteria ""Proteobacteria"" Deltaproteobacteria Myxococcales Polyangiaceae Sorangium",1,Control 1,tissue
